MI_dir_L5_weight,MI_dir_L5_mean,MI_dir_L5_variance,MI_dir_L3_weight,MI_dir_L3_mean,MI_dir_L3_variance,MI_dir_L1_weight,MI_dir_L1_mean,MI_dir_L1_variance,MI_dir_L0.1_weight,MI_dir_L0.1_mean,MI_dir_L0.1_variance,MI_dir_L0.01_weight,MI_dir_L0.01_mean,MI_dir_L0.01_variance,H_L5_weight,H_L5_mean,H_L5_variance,H_L3_weight,H_L3_mean,H_L3_variance,H_L1_weight,H_L1_mean,H_L1_variance,H_L0.1_weight,H_L0.1_mean,H_L0.1_variance,H_L0.01_weight,H_L0.01_mean,H_L0.01_variance,HH_L5_weight,HH_L5_mean,HH_L5_std,HH_L5_magnitude,HH_L5_radius,HH_L5_covariance,HH_L5_pcc,HH_L3_weight,HH_L3_mean,HH_L3_std,HH_L3_magnitude,HH_L3_radius,HH_L3_covariance,HH_L3_pcc,HH_L1_weight,HH_L1_mean,HH_L1_std,HH_L1_magnitude,HH_L1_radius,HH_L1_covariance,HH_L1_pcc,HH_L0.1_weight,HH_L0.1_mean,HH_L0.1_std,HH_L0.1_magnitude,HH_L0.1_radius,HH_L0.1_covariance,HH_L0.1_pcc,HH_L0.01_weight,HH_L0.01_mean,HH_L0.01_std,HH_L0.01_magnitude,HH_L0.01_radius,HH_L0.01_covariance,HH_L0.01_pcc,HH_jit_L5_weight,HH_jit_L5_mean,HH_jit_L5_variance,HH_jit_L3_weight,HH_jit_L3_mean,HH_jit_L3_variance,HH_jit_L1_weight,HH_jit_L1_mean,HH_jit_L1_variance,HH_jit_L0.1_weight,HH_jit_L0.1_mean,HH_jit_L0.1_variance,HH_jit_L0.01_weight,HH_jit_L0.01_mean,HH_jit_L0.01_variance,HpHp_L5_weight,HpHp_L5_mean,HpHp_L5_std,HpHp_L5_magnitude,HpHp_L5_radius,HpHp_L5_covariance,HpHp_L5_pcc,HpHp_L3_weight,HpHp_L3_mean,HpHp_L3_std,HpHp_L3_magnitude,HpHp_L3_radius,HpHp_L3_covariance,HpHp_L3_pcc,HpHp_L1_weight,HpHp_L1_mean,HpHp_L1_std,HpHp_L1_magnitude,HpHp_L1_radius,HpHp_L1_covariance,HpHp_L1_pcc,HpHp_L0.1_weight,HpHp_L0.1_mean,HpHp_L0.1_std,HpHp_L0.1_magnitude,HpHp_L0.1_radius,HpHp_L0.1_covariance,HpHp_L0.1_pcc,HpHp_L0.01_weight,HpHp_L0.01_mean,HpHp_L0.01_std,HpHp_L0.01_magnitude,HpHp_L0.01_radius,HpHp_L0.01_covariance,HpHp_L0.01_pcc
1.0,98.0,0.0,1.0,98.0,0.0,1.0,98.0,0.0,1.0,98.0,0.0,1.0,98.0,0.0,1.0,98.0,0.0,1.0,98.0,0.0,1.0,98.0,0.0,1.0,98.0,0.0,1.0,98.0,0.0,1.0,98.0,0.0,98.0,0.0,0.0,0.0,1.0,98.0,0.0,98.0,0.0,0.0,0.0,1.0,98.0,0.0,98.0,0.0,0.0,0.0,1.0,98.0,0.0,98.0,0.0,0.0,0.0,1.0,98.0,0.0,98.0,0.0,0.0,0.0,1.0,1505912776.1458368,0.0,1.0,1505912776.1458368,0.0,1.0,1505912776.1458368,0.0,1.0,1505912776.1458368,0.0,1.0,1505912776.1458368,0.0,1.0,98.0,0.0,98.0,0.0,0.0,0.0,1.0,98.0,0.0,98.0,0.0,0.0,0.0,1.0,98.0,0.0,98.0,0.0,0.0,0.0,1.0,98.0,0.0,98.0,0.0,0.0,0.0,1.0,98.0,0.0,98.0,0.0,0.0,0.0
1.0271243971248014,98.0,1.8189894035458565e-12,1.1148196071248988,98.0,1.8189894035458565e-12,1.4860400074389728,98.0,0.0,1.9303946445530331,98.0,0.0,1.9928113196776285,98.0,0.0,1.0271243971248014,98.0,1.8189894035458565e-12,1.1148196071248988,98.0,1.8189894035458565e-12,1.4860400074389728,98.0,0.0,1.9303946445530331,98.0,0.0,1.9928113196776285,98.0,0.0,1.0271243971248014,98.0,1.3486991523486091e-06,138.5929291125633,1.8189894035458565e-12,0.0,0.0,1.1148196071248988,98.0,1.3486991523486091e-06,138.5929291125633,1.8189894035458565e-12,0.0,0.0,1.4860400074389728,98.0,0.0,138.5929291125633,0.0,0.0,0.0,1.9303946445530331,98.0,1.9073486328125e-06,138.5929291125633,3.637978807091713e-12,0.0,0.0,1.9928113196776285,98.0,0.0,138.5929291125633,0.0,0.0,0.0,1.0271243971248014,39768286.42244938,5.830605247797466e+16,1.1148196071248988,155099814.58633584,2.095108384727001e+17,1.4860400074389728,492539806.66552025,4.9912652541312704e+17,1.9303946445530331,725806604.9262905,5.6620621080293056e+17,1.9928113196776285,750240244.464016,5.6693594411716736e+17,1.0271243971248014,98.0,1.3486991523486091e-06,138.5929291125633,1.8189894035458565e-12,0.0,0.0,1.1148196071248988,98.0,1.3486991523486091e-06,138.5929291125633,1.8189894035458565e-12,0.0,0.0,1.4860400074389728,98.0,0.0,138.5929291125633,0.0,0.0,0.0,1.9303946445530331,98.0,1.9073486328125e-06,138.5929291125633,3.637978807091713e-12,0.0,0.0,1.9928113196776285,98.0,0.0,138.5929291125633,0.0,0.0,0.0
1.0299675885742339,98.0,0.0,1.1337278461717348,98.0,3.637978807091713e-12,1.7328857074055448,98.0,0.0,2.7986500706777613,98.0,0.0,2.978774198676306,98.0,0.0,1.0299675885742339,98.0,0.0,1.1337278461717348,98.0,3.637978807091713e-12,1.7328857074055448,98.0,0.0,2.7986500706777613,98.0,0.0,2.978774198676306,98.0,0.0,1.0299675885742339,98.0,0.0,138.5929291125633,3.637978807091713e-12,3.279167029054443e-31,0.0,1.1337278461717348,98.0,1.9073486328125e-06,138.5929291125633,4.067383956680332e-12,0.0,0.0,1.7328857074055448,98.0,0.0,138.5929291125633,0.0,0.0,0.0,2.7986500706777613,98.0,0.0,138.5929291125633,0.0,0.0,0.0,2.978774198676306,98.0,0.0,138.5929291125633,5.4569682106375694e-12,0.0,0.0,1.0299675885742339,1157085.6004049785,1741129606190879.2,1.1337278461717348,18294659.72465591,2.721546571971462e+16,1.7328857074055448,208308825.04865882,2.7030235309921984e+17,2.7986500706777613,466464927.4829559,4.848659642782542e+17,2.978774198676306,498378171.8780538,5.021332531407976e+17,1.0299675885742339,98.0,0.0,138.5929291125633,3.637978807091713e-12,3.279167029054443e-31,0.0,1.1337278461717348,98.0,1.9073486328125e-06,138.5929291125633,4.067383956680332e-12,0.0,0.0,1.7328857074055448,98.0,0.0,138.5929291125633,0.0,0.0,0.0,2.7986500706777613,98.0,0.0,138.5929291125633,0.0,0.0,0.0,2.978774198676306,98.0,0.0,138.5929291125633,5.4569682106375694e-12,0.0,0.0
1.3381519424932096,74.08642263719436,193.3752933228907,1.5811413937715613,77.76145579006753,238.03474298044688,2.3868439151625025,84.59317444399319,249.27544630301784,3.7369972836780057,89.4369753117655,200.6913982121933,3.9721461420084547,89.9439016451143,192.8944266527488,1.3381519424932096,74.08642263719436,193.3752933228907,1.5811413937715613,77.76145579006753,238.03474298044688,2.3868439151625025,84.59317444399319,249.27544630301784,3.7369972836780057,89.4369753117655,200.6913982121933,3.9721461420084547,89.9439016451143,192.8944266527488,1.0,66.0,0.0,102.9417310909429,0.0,0.0,0.0,1.0,66.0,0.0,102.9417310909429,0.0,0.0,0.0,1.0,66.0,0.0,102.9417310909429,0.0,0.0,0.0,1.0,66.0,0.0,102.9417310909429,0.0,0.0,0.0,1.0,66.0,0.0,102.9417310909429,0.0,0.0,0.0,1.0,1505912778.527874,0.0,1.0,1505912778.527874,0.0,1.0,1505912778.527874,0.0,1.0,1505912778.527874,0.0,1.0,1505912778.527874,0.0,1.0,66.0,0.0,102.9417310909429,0.0,0.0,0.0,1.0,66.0,0.0,102.9417310909429,0.0,0.0,0.0,1.0,66.0,0.0,102.9417310909429,0.0,0.0,0.0,1.0,66.0,0.0,102.9417310909429,0.0,0.0,0.0,1.0,66.0,0.0,102.9417310909429,0.0,0.0,0.0
2.3117852633684883,74.049039131657,109.72952470593464,2.5623743479763004,76.29349862251385,148.50533854800688,3.377362913706399,81.45665204037384,198.85568543571392,4.735510216688132,86.17714171297712,198.0067535510352,4.971988049696424,86.73715587546431,194.94301039075074,2.3117852633684883,74.049039131657,109.72952470593464,2.5623743479763004,76.29349862251385,148.50533854800688,3.377362913706399,81.45665204037384,198.85568543571392,4.735510216688132,86.17714171297712,198.0067535510352,4.971988049696424,86.73715587546431,194.94301039075074,1.98029619934221,70.03979970403283,3.9998019930439694,105.57733441691471,15.998415983558516,0.0,0.0,1.988130697311962,70.02388032678954,3.999928715614018,105.56677420486307,15.999429729993608,0.0,0.0,1.9960278083556804,70.0079601929947,3.999992079407891,105.55621483543226,15.999936635325868,0.0,0.0,1.9996020690203955,70.00079602033979,3.999999920794038,105.55146348337013,15.999999366352313,0.0,0.0,1.9999601997745355,70.00007960203503,3.9999999992080575,105.5509883624556,15.99999999366446,0.0,0.0,1.98029619934221,745464528.9062531,5.668871961573996e+17,1.988130697311962,748461178.108349,5.669231172057029e+17,1.9960278083556804,751457969.7230325,5.669410788679325e+17,1.9996020690203955,752806547.1166023,5.669433016763919e+17,1.9999601997745355,752941405.0515916,5.669433239045352e+17,1.98029619934221,70.03979970403283,3.9998019930439694,105.57733441691471,15.998415983558516,0.0,0.0,1.988130697311962,70.02388032678954,3.999928715614018,105.56677420486307,15.999429729993608,0.0,0.0,1.9960278083556804,70.0079601929947,3.999992079407891,105.55621483543226,15.999936635325868,0.0,0.0,1.9996020690203955,70.00079602033979,3.999999920794038,105.55146348337013,15.999999366352313,0.0,0.0,1.9999601997745355,70.00007960203503,3.9999999992080575,105.5509883624556,15.99999999366446,0.0,0.0
2.8204719887380403,74.03165227872854,70.82540761354448,3.2201610739623514,75.58126759747019,103.51420296077141,4.219771353657772,79.68957714094589,161.78484075517827,5.712935629813932,84.04563831401906,184.75969510196592,5.969612760071327,84.60349052942064,184.91142189407762,2.8204719887380403,74.03165227872854,70.82540761354448,3.2201610739623514,75.58126759747019,103.51420296077141,4.219771353657772,79.68957714094589,161.78484075517827,5.712935629813932,84.04563831401906,184.75969510196592,5.969612760071327,84.60349052942064,184.91142189407762,1.0,74.0,0.0,74.0,0.0,0.0,0.0,1.0,74.0,0.0,74.0,0.0,0.0,0.0,1.0,74.0,0.0,74.0,0.0,0.0,0.0,1.0,74.0,0.0,74.0,0.0,0.0,0.0,1.0,74.0,0.0,74.0,0.0,0.0,0.0,1.0,1505912778.602555,0.0,1.0,1505912778.602555,0.0,1.0,1505912778.602555,0.0,1.0,1505912778.602555,0.0,1.0,1505912778.602555,0.0,1.0,74.0,0.0,74.0,0.0,0.0,0.0,1.0,74.0,0.0,74.0,0.0,0.0,0.0,1.0,74.0,0.0,74.0,0.0,0.0,0.0,1.0,74.0,0.0,74.0,0.0,0.0,0.0,1.0,74.0,0.0,74.0,0.0,0.0,0.0
5.814162708097366,75.01638525220066,23.360206950522297,7.957374518961687,75.4525420575295,32.75083236710361,22.75726138877661,75.58397864081437,35.301304849173896,923.6438755205617,74.88636023603138,202.3137106324475,2321.2129461336967,74.95705963688957,240.4255728254512,5.814162708097366,75.01638525220066,23.360206950522297,7.957374518961687,75.4525420575295,32.75083236710361,22.75726138877661,75.58397864081437,35.301304849173896,923.6438755205617,74.88636023603138,202.3137106324475,2321.2129461336967,74.95705963688957,240.4255728254512,1.0000000008848349,74.0,9.5367431640625e-07,74.0,9.094947017729282e-13,0.0,0.0,1.0000037063262763,74.0,9.5367431640625e-07,74.0,9.094947017729282e-13,0.0,0.0,1.0173887277225822,74.0,0.0,74.0,0.0,0.0,0.0,2.1941331438843346,74.0,9.5367431640625e-07,74.0,9.094947017729282e-13,0.0,0.0,2.8985426366093017,74.0,0.0,74.0,0.0,0.0,0.0,1.0000000008848349,6.014822743280286,59637.07391957532,1.0000037063262763,16.723754844263325,16126794134.122332,1.0173887277225822,2846407.981366512,4278331203802991.0,2.1941331438843346,367227490.5830748,4.181565433576253e+17,2.8985426366093017,488045112.40696096,4.967653455229889e+17,1.0000000008848349,74.0,9.5367431640625e-07,74.0,9.094947017729282e-13,0.0,0.0,1.0000037063262763,74.0,9.5367431640625e-07,74.0,9.094947017729282e-13,0.0,0.0,1.0173887277225822,74.0,0.0,74.0,0.0,0.0,0.0,2.1941331438843346,74.0,9.5367431640625e-07,74.0,9.094947017729282e-13,0.0,0.0,2.8985426366093017,74.0,0.0,74.0,0.0,0.0,0.0
6.813960934425904,74.8672230744333,20.061277821983825,8.957208827023226,75.29037747193367,29.303720056193015,23.757103433791304,75.51730474493188,33.916543165861185,924.643234430195,74.8854016390255,202.095757460539,2322.212785020982,74.95664750427059,240.322434127027,6.813960934425904,74.8672230744333,20.061277821983825,8.957208827023226,75.29037747193367,29.303720056193015,23.757103433791304,75.51730474493188,33.916543165861185,924.643234430195,74.8854016390255,202.095757460539,2322.212785020982,74.95664750427059,240.322434127027,1.0000000008955396,74.0,0.0,74.0,0.0,0.0,0.0,1.0000037331236855,74.0,0.0,74.0,0.0,0.0,0.0,1.0174267834323925,74.0,9.5367431640625e-07,74.0,9.094947017729282e-13,0.0,0.0,2.1943143022701506,73.99999999999999,1.3486991523486091e-06,73.99999999999999,1.8189894035458565e-12,0.0,0.0,2.898569677633314,74.0,0.0,74.0,0.0,0.0,0.0,1.0000000008955396,6.0113528830472776,59763.260009679056,1.0000037331236855,16.733874290992873,16147258657.034122,1.0174267834323925,2847504.988670838,4279976960122321.0,2.1943143022701506,367212695.94671464,4.18145129702284e+17,2.898569677633314,488042622.50162685,4.967640263094198e+17,1.0000000008955396,74.0,0.0,74.0,0.0,0.0,0.0,1.0000037331236855,74.0,0.0,74.0,0.0,0.0,0.0,1.0174267834323925,74.0,9.5367431640625e-07,74.0,9.094947017729282e-13,0.0,0.0,2.1943143022701506,73.99999999999999,1.3486991523486091e-06,73.99999999999999,1.8189894035458565e-12,0.0,0.0,2.898569677633314,74.0,0.0,74.0,0.0,0.0,0.0
7.813797656304625,74.75623695570094,17.57779251332431,9.957080045254234,75.1607835080337,26.51114722949569,24.75698957777029,75.45601681086521,32.635800939492576,925.6427912935692,74.8844451127636,201.87827327527802,2323.21267372857,74.95623572642735,240.21938387410862,7.813797656304625,74.75623695570094,17.57779251332431,9.957080045254234,75.1607835080337,26.51114722949569,24.75698957777029,75.45601681086521,32.635800939492576,925.6427912935692,74.8844451127636,201.87827327527802,2323.21267372857,74.95623572642735,240.21938387410862,1.000000000895534,74.0,0.0,74.0,0.0,0.0,0.0,1.0000037331180809,74.00000000000001,9.5367431640625e-07,74.00000000000001,9.094947017729282e-13,0.0,0.0,1.0174275887796305,74.00000000000001,1.3486991523486091e-06,74.00000000000001,1.8189894035458565e-12,0.0,0.0,2.1943371799592053,73.99999999999997,2.132480599880018e-06,73.99999999999997,4.547473508864642e-12,0.0,0.0,2.8985736965769267,74.00000000000001,1.3486991523486091e-06,74.00000000000001,1.8189894035458565e-12,0.0,0.0,1.000000000895534,6.011354875648045,59891.643106591895,1.0000037331180809,16.7476907656854,16168062193.883738,1.0174275887796305,2848725.080124706,4281807361558997.5,2.1943371799592053,367224627.60257584,4.181543346827447e+17,2.8985736965769267,488044040.3919503,4.967647775453936e+17,1.000000000895534,74.0,0.0,74.0,0.0,0.0,0.0,1.0000037331180809,74.00000000000001,9.5367431640625e-07,74.00000000000001,9.094947017729282e-13,0.0,0.0,1.0174275887796305,74.00000000000001,1.3486991523486091e-06,74.00000000000001,1.8189894035458565e-12,0.0,0.0,2.1943371799592053,73.99999999999997,2.132480599880018e-06,73.99999999999997,4.547473508864642e-12,0.0,0.0,2.8985736965769267,74.00000000000001,1.3486991523486091e-06,74.00000000000001,1.8189894035458565e-12,0.0,0.0
5.893014427493111,74.62790926110499,14.675552151335069,8.519008916382662,75.02452546212399,23.53874806686417,23.54450483562168,75.39417576468351,31.33588582968241,918.0176823304581,74.8834816834857,201.65921771012927,2322.038780868329,74.95582391774684,240.1163255648044,5.893014427493111,74.62790926110499,14.675552151335069,8.519008916382662,75.02452546212399,23.53874806686417,23.54450483562168,75.39417576468351,31.33588582968241,918.0176823304581,74.8834816834857,201.65921771012927,2322.038780868329,74.95582391774684,240.1163255648044,1.0000000008716463,74.0,0.0,74.0,0.0,0.0,0.0,1.0000036730661137,74.0,0.0,74.0,0.0,0.0,0.0,1.0173352013783676,74.0,0.0,74.0,0.0,0.0,0.0,2.193736063082949,74.0,0.0,74.0,0.0,0.0,0.0,2.8984788573051867,74.00000000000001,9.5367431640625e-07,74.00000000000001,9.094947017729282e-13,0.0,0.0,1.0000000008716463,6.019155032210572,58537.21079824053,1.0000036730661137,16.609146468485108,15947678637.362057,1.0173352013783676,2835979.8560230937,4262686606682592.0,2.193736063082949,367157244.66751415,4.1810234670591e+17,2.8984788573051867,488037681.8149465,4.9676140863285306e+17,1.0000000008716463,74.0,0.0,74.0,0.0,0.0,0.0,1.0000036730661137,74.0,0.0,74.0,0.0,0.0,0.0,1.0173352013783676,74.0,0.0,74.0,0.0,0.0,0.0,2.193736063082949,74.0,0.0,74.0,0.0,0.0,0.0,2.8984788573051867,74.00000000000001,9.5367431640625e-07,74.00000000000001,9.094947017729282e-13,0.0,0.0
